fórmula,reação,tipo de candidato,suporte sugerido,rota de sintese sugerida,pre-tratamento sugerido,justificativa quimica do suporte e sintese,observacao de sintese,Estabilidade termodinâmica (eV/átomo),score de estabilidade,score de atividade,score de seletividade,score DFT/proxy DFT,score de confiança,score de basicidade,score redox,score de resistência a coque,penalidade de tendência a coque,taxa proxy de desativação por coque,score de atividade corrigida por coque,penalidade de coque na condição,taxa de desativação por coque na condição,score composicional matminer,score químico pymatgen,score GNN local,energia GNN local (eV/átomo),energia de formação GNN local (eV/átomo),modelo GNN local,usou GNN local,estrutura proxy GNN,fonte da estabilidade na triagem,peso de Boltzmann da estabilidade,score DFT ajustado por Boltzmann,descritor volcano,energia de adsorção volcano (eV),fonte do volcano,distância ao ótimo volcano (eV),barreira aparente volcano (eV),taxa relativa volcano,score volcano,score final do material,score Catalysis-Hub incremental,energia média Catalysis-Hub (eV),número de evidências Catalysis-Hub,adsorbatos encontrados no Catalysis-Hub,usou Catalysis-Hub incremental,regime operacional,temperatura (°C),pressão (bar),razao_nome,razao,ghsv_h-1,conversão prevista (%),seletividade prevista (%),rendimento ou produtividade prevista (%),score final,conversão média na faixa (%),seletividade média na faixa (%),rendimento médio na faixa (%),score da faixa de condição,probabilidade Monte Carlo de ficar no top 5,média Monte Carlo do score final,desvio Monte Carlo do score final,limite inferior IC95 da probabilidade top 5,limite superior IC95 da probabilidade top 5,largura do IC95 da probabilidade top 5,confiabilidade
Ni0.89Y0.11,metanacao,metal_promovido,Al2O3 ou SiO2-Al2O3,impregnacao incipiente do metal ativo em suporte de alta area,calcinacao em ar entre 450 e 550 C seguida de reducao em H2 diluido,suporte de alta area favorece dispersao da fase ativa em metanacao,confirmar carga metalica e pH de impregnacao conforme solubilidade dos precursores,0.0071352902631582,0.952431398245612,0.35348122952884853,0.9067521602292204,0.6604721000115974,0.996842716667691,0.0842105263157894,0.031578947368421,0.4,0.0,0.0,0.35348122952884853,0.0,0.0,0.6696245905769718,0.75,1.0,-4.6743574142456055,,CHGNet,True,estrutura_cubica_proxy_por_composicao,MP,0.8755737608201184,0.6927373491328755,CO,0.5866666666666667,Catalysis-Hub,0.2633333333333333,0.8833333333333333,7.177400171629084e-08,0.4712432083180534,0.6478765619498063,0.5033005510223216,-0.5866666666666667,3,H,True,alta_conversao,400,1,H2/CO2,4.0,30000,52.34777376123967,89.54263706096016,46.873577068519374,0.6306052321616078,51.724269681194144,88.20349946108065,45.59708504234988,0.6082988322350682,0.39,0.6517996978694746,0.011081234742779986,0.3365181094296177,0.4463098509060531,0.10979174147643539,alta
Ni0.90Y0.10,metanacao,metal_promovido,Al2O3 ou SiO2-Al2O3,impregnacao incipiente do metal ativo em suporte de alta area,calcinacao em ar entre 450 e 550 C seguida de reducao em H2 diluido,suporte de alta area favorece dispersao da fase ativa em metanacao,confirmar carga metalica e pH de impregnacao conforme solubilidade dos precursores,0.0071352902631582,0.952431398245612,0.35306683616207424,0.9067521602292204,0.6604721000115974,0.996842716667691,0.0842105263157894,0.031578947368421,0.4,0.0,0.0,0.35306683616207424,0.0,0.0,0.6613367232414855,0.75,1.0,-4.6743574142456055,,CHGNet,True,estrutura_cubica_proxy_por_composicao,MP,0.8755737608201184,0.6927373491328755,CO,0.5866666666666667,Catalysis-Hub,0.2633333333333333,0.8833333333333333,7.177400171629084e-08,0.4712432083180534,0.6477448113803475,0.5033005510223216,-0.5866666666666667,3,H,True,alta_conversao,400,1,H2/CO2,4.0,30000,52.32859816124714,89.54263706096016,46.8564067306138,0.630475784186952,51.705322478017244,88.20349946108065,45.58038229835957,0.6081729351903897,0.42333333333333334,0.6525804095532491,0.011018042652445425,0.3687178446421085,0.4799198489909023,0.11120200434879379,alta
